Instance,Algorithme,Seed,Score,Lambda,MaxEval,CPU-Used-Time (ms)
instances/atsp_rand_80_70.txt,sampled_walk_2opt,58,3242,5,100000,678.036000
instances/atsp_rand_80_70.txt,sampled_walk_2opt,58,3220,9,100000,354.125000
instances/atsp_rand_80_70.txt,sampled_walk_2opt,59,3378,5,100000,698.972000
instances/atsp_rand_80_70.txt,sampled_walk_2opt,59,3173,9,100000,358.372000
instances/atsp_rand_80_100.txt,sampled_walk_swap,50,4462,5,100000,682.482000
instances/atsp_rand_80_100.txt,sampled_walk_swap,50,4287,9,100000,355.193000
instances/atsp_rand_80_100.txt,sampled_walk_swap,51,4342,5,100000,676.222000
instances/atsp_rand_80_100.txt,sampled_walk_swap,51,4449,9,100000,353.809000
instances/atsp_rand_80_100.txt,sampled_walk_swap,52,4362,5,100000,708.145000
instances/atsp_rand_80_100.txt,sampled_walk_swap,52,4107,9,100000,354.941000
instances/atsp_rand_80_100.txt,sampled_walk_swap,53,4221,5,100000,667.872000
instances/atsp_rand_80_100.txt,sampled_walk_swap,53,4189,9,100000,351.203000
instances/atsp_rand_80_100.txt,sampled_walk_swap,54,4161,5,100000,672.191000
instances/atsp_rand_80_100.txt,sampled_walk_swap,54,3924,9,100000,369.173000
instances/atsp_rand_80_100.txt,sampled_walk_swap,55,3969,5,100000,681.312000
instances/atsp_rand_80_100.txt,sampled_walk_swap,55,4023,9,100000,358.109000
instances/atsp_rand_80_100.txt,sampled_walk_swap,56,4379,5,100000,676.613000
instances/atsp_rand_80_100.txt,sampled_walk_swap,56,4354,9,100000,352.912000
instances/atsp_rand_80_100.txt,sampled_walk_swap,57,3763,5,100000,682.706000
instances/atsp_rand_80_100.txt,sampled_walk_swap,57,4118,9,100000,375.361000
instances/atsp_rand_80_100.txt,sampled_walk_swap,58,4266,5,100000,680.532000
instances/atsp_rand_80_100.txt,sampled_walk_swap,58,4065,9,100000,352.657000
instances/atsp_rand_80_100.txt,sampled_walk_swap,59,4396,5,100000,682.872000
instances/atsp_rand_80_100.txt,sampled_walk_swap,59,4368,9,100000,353.425000
instances/atsp_rand_80_100.txt,sampled_walk_2opt,50,4168,5,100000,672.186000
instances/atsp_rand_80_100.txt,sampled_walk_2opt,50,4200,9,100000,355.731000
instances/atsp_rand_80_100.txt,sampled_walk_2opt,51,4196,5,100000,697.351000
instances/atsp_rand_80_100.txt,sampled_walk_2opt,51,4082,9,100000,351.444000
instances/atsp_rand_80_100.txt,sampled_walk_2opt,52,4033,5,100000,667.605000
instances/atsp_rand_80_100.txt,sampled_walk_2opt,52,2822,9,100000,356.169000
instances/atsp_rand_80_100.txt,sampled_walk_2opt,53,2810,5,100000,718.336000
instances/atsp_rand_80_100.txt,sampled_walk_2opt,53,2602,9,100000,475.145000
instances/atsp_rand_80_100.txt,sampled_walk_2opt,54,4066,5,100000,795.707000
instances/atsp_rand_80_100.txt,sampled_walk_2opt,54,3996,9,100000,361.169000
instances/atsp_rand_80_100.txt,sampled_walk_2opt,55,3811,5,100000,676.645000
instances/atsp_rand_80_100.txt,sampled_walk_2opt,55,4068,9,100000,357.916000
instances/atsp_rand_80_100.txt,sampled_walk_2opt,56,3897,5,100000,670.129000
instances/atsp_rand_80_100.txt,sampled_walk_2opt,56,4262,9,100000,351.476000
instances/atsp_rand_80_100.txt,sampled_walk_2opt,57,4158,5,100000,675.905000
instances/atsp_rand_80_100.txt,sampled_walk_2opt,57,4223,9,100000,355.418000
instances/atsp_rand_80_100.txt,sampled_walk_2opt,58,4082,5,100000,698.049000
instances/atsp_rand_80_100.txt,sampled_walk_2opt,58,4232,9,100000,355.629000
instances/atsp_rand_80_100.txt,sampled_walk_2opt,59,4111,5,100000,670.320000
instances/atsp_rand_80_100.txt,sampled_walk_2opt,59,4182,9,100000,346.651000
